Ensembl	Name	Biotype	GeneLength	SumExonLength
ENSMUSG00000030619	Eed	protein_coding	26330	3828
ENSMUSG00000030616	Sytl2	protein_coding	108468	13948
ENSMUSG00000030617	Ccdc83	protein_coding	41905	3250
ENSMUSG00000030614	Tmem126b	protein_coding	8564	4740
ENSMUSG00000030615	Tmem126a	protein_coding	6530	2570
ENSMUSG00000030612	Mrpl46	protein_coding	8296	1415
ENSMUSG00000030613	Ccdc90b	protein_coding	21146	1801
ENSMUSG00000030610	Det1	protein_coding	25717	4321
ENSMUSG00000030611	Mrps11	protein_coding	9871	2172
ENSMUSG00000005640	Insrr	protein_coding	19151	5714
ENSMUSG00000029614	Rpl6	protein_coding	4761	3140
ENSMUSG00000029616	Erp29	protein_coding	23917	9060
ENSMUSG00000029617	Ccz1	protein_coding	26969	4480
ENSMUSG00000029610	Aimp2	protein_coding	7144	1654
ENSMUSG00000029613	Eif2ak1	protein_coding	86464	5670
ENSMUSG00000030609	Aen	protein_coding	15356	5801
ENSMUSG00000029618	Ocm	protein_coding	6867	733
ENSMUSG00000030607	Acan	protein_coding	61617	7469
ENSMUSG00000005649	Cabp5	protein_coding	10756	2526
ENSMUSG00000030605	Mfge8	protein_coding	15293	4694
ENSMUSG00000030606	Hapln3	protein_coding	15917	3513
ENSMUSG00000030603	Psmc4	protein_coding	8395	2163
ENSMUSG00000030604	Zfp626	protein_coding	15721	5329
ENSMUSG00000030602	Pak4	protein_coding	39367	3535
ENSMUSG00000030600	Lrfn1	protein_coding	16263	3919
ENSMUSG00000029603	Dtx1	protein_coding	31726	5270
ENSMUSG00000029605	Oas1b	polymorphic_pseudogene	11529	1992
ENSMUSG00000005656	Snx6	protein_coding	49355	2998
ENSMUSG00000029600	Rita1	protein_coding	18285	2836
ENSMUSG00000029601	Iqcd	protein_coding	18103	1680
ENSMUSG00000029602	Rasal1	protein_coding	30786	3539
ENSMUSG00000029607	Ankrd61	protein_coding	6945	2331
ENSMUSG00000029608	Rph3a	protein_coding	69594	4639
ENSMUSG00000113496	Gm6575	processed_pseudogene	697	697
ENSMUSG00000113497	Gm18030	processed_pseudogene	731	731
ENSMUSG00000113498	Gm4036	unprocessed_pseudogene	5691	626
ENSMUSG00000113499	Gm18500	processed_pseudogene	820	820
ENSMUSG00000113490	Gm18620	processed_pseudogene	864	324
ENSMUSG00000113491	Gm19221	processed_pseudogene	1583	1477
ENSMUSG00000113492	Gm47792	lincRNA	1480	911
ENSMUSG00000113493	Gm7441	processed_pseudogene	2009	1074
ENSMUSG00000113494	Gm48102	lincRNA	7234	370
ENSMUSG00000113495	Gm19792	lincRNA	4265	2021
ENSMUSG00000078593	1700042G07Rik	protein_coding	919	385
ENSMUSG00000078599	Skint8	protein_coding	30967	4657
ENSMUSG00000078597	Cyp4a12b	protein_coding	27411	2395
ENSMUSG00000078598	Skint5	protein_coding	521613	4590
ENSMUSG00000078591	Hs3st4	protein_coding	416121	3189
ENSMUSG00000078592	Gm4609	processed_pseudogene	1002	1002
ENSMUSG00000078590	Gm10959	protein_coding	6291	72
ENSMUSG00000078683	Mup1	protein_coding	3949	1584
ENSMUSG00000078684	5830417I10Rik	unprocessed_pseudogene	50372	6190
ENSMUSG00000078681	Tm2d3	protein_coding	10745	1489
ENSMUSG00000113410	Gm20043	lincRNA	37477	2565
ENSMUSG00000113411	Gm48643	processed_pseudogene	370	370
ENSMUSG00000078687	Mup8	protein_coding	3979	986
ENSMUSG00000113412	Gm5191	processed_pseudogene	1236	1236
ENSMUSG00000078688	Mup2	protein_coding	18358	1336
ENSMUSG00000113413	Gm21941	unprocessed_pseudogene	1954	562
ENSMUSG00000078685	Mup-ps4	unprocessed_pseudogene	2703	539
ENSMUSG00000113414	Gm18504	processed_pseudogene	929	929
ENSMUSG00000078686	Mup9	protein_coding	3907	1499
ENSMUSG00000113415	Gm3234	lincRNA	25315	7969
ENSMUSG00000064039	Ccr1l1	protein_coding	1166	1166
ENSMUSG00000064037	Gpn1	protein_coding	18164	7846
ENSMUSG00000088008	Gm25492	scaRNA	129	129
ENSMUSG00000088009	Gm24774	snoRNA	134	134
ENSMUSG00000078680	Mup10	protein_coding	3940	1391
ENSMUSG00000039081	Zfp503	protein_coding	5643	4216
ENSMUSG00000064032	Gm10143	antisense	4017	3333
ENSMUSG00000040065	Pfpl	protein_coding	4206	3918
ENSMUSG00000088000	Gm25493	snRNA	103	103
ENSMUSG00000064030	Pym1	protein_coding	18676	1326
ENSMUSG00000088001	Gm22883	snRNA	106	106
ENSMUSG00000039079	Trhr2	protein_coding	3780	1340
ENSMUSG00000088002	Gm24775	snRNA	99	99
ENSMUSG00000040061	Plcb2	protein_coding	20922	6597
ENSMUSG00000064036	Mro	protein_coding	21949	4431
ENSMUSG00000088004	Gm24786	rRNA	109	109
ENSMUSG00000088005	Gm24787	snoRNA	123	123
ENSMUSG00000113416	Gm49328	unprocessed_pseudogene	3401	1815
ENSMUSG00000113417	Gm47478	processed_pseudogene	120	120
ENSMUSG00000078689	Mup6	protein_coding	42981	1000
ENSMUSG00000113418	Gm47172	unprocessed_pseudogene	24330	321
ENSMUSG00000113419	Gm5789	processed_pseudogene	865	865
ENSMUSG00000078672	Mup20	protein_coding	3925	928
ENSMUSG00000078673	Mup19	protein_coding	3946	1064
ENSMUSG00000113420	Gm7242	processed_pseudogene	705	705
ENSMUSG00000078670	Fam174b	protein_coding	36618	3262
ENSMUSG00000113421	Gm4166	lincRNA	17162	2996
ENSMUSG00000078671	Chd2	protein_coding	115193	14300
ENSMUSG00000113422	Gm47556	processed_pseudogene	1215	698
ENSMUSG00000078676	Casc3	protein_coding	28910	4303
ENSMUSG00000113423	Gm3791	processed_pseudogene	768	768
ENSMUSG00000078677	Gm10974	protein_coding	20405	126
ENSMUSG00000113424	Gm48161	sense_intronic	6825	1835
ENSMUSG00000078674	Mup18	protein_coding	3960	930
ENSMUSG00000113425	Gm48653	lincRNA	6917	2263
ENSMUSG00000078675	Mup16	protein_coding	3940	1038
ENSMUSG00000113426	Gm6056	processed_pseudogene	787	488
ENSMUSG00000039070	Cpa4	protein_coding	24050	2739
ENSMUSG00000040054	Baz2a	protein_coding	37727	10730
ENSMUSG00000039065	Atpsckmt	protein_coding	19376	5248
ENSMUSG00000064043	Trerf1	processed_transcript	221084	9070
ENSMUSG00000039062	Anpep	protein_coding	39257	4135
ENSMUSG00000040055	Gjb6	protein_coding	10309	2674
ENSMUSG00000039063	Echdc3	protein_coding	24569	2685
ENSMUSG00000039068	Zzz3	protein_coding	67354	11499
ENSMUSG00000039069	Mtg2	protein_coding	15315	5949
ENSMUSG00000064044	Olfr319	protein_coding	4311	2500
ENSMUSG00000039067	Psmd7	protein_coding	8084	2261
ENSMUSG00000113427	Gm46378	lincRNA	4288	4288
ENSMUSG00000113428	Gm7664	processed_pseudogene	745	745
ENSMUSG00000113429	Gm20063	lincRNA	22161	1089
ENSMUSG00000113430	Gm47086	processed_pseudogene	410	410
ENSMUSG00000113431	Gm6722	processed_pseudogene	390	390
ENSMUSG00000113432	8430406P12Rik	TEC	1070	1070
ENSMUSG00000113433	Gm47489	lincRNA	20414	583
ENSMUSG00000113434	3200001D21Rik	antisense	12010	2283
ENSMUSG00000113435	Gm19441	processed_pseudogene	330	330
ENSMUSG00000113436	Gm48392	processed_pseudogene	148	148
ENSMUSG00000113437	Gm47412	unprocessed_pseudogene	2277	309
ENSMUSG00000088028	Gm22141	misc_RNA	277	277
ENSMUSG00000015090	Ptgds	protein_coding	3338	1649
ENSMUSG00000015092	Edf1	protein_coding	4236	1317
ENSMUSG00000040046	Tph1	protein_coding	27897	6172
ENSMUSG00000040048	Ndufb10	protein_coding	2419	1217
ENSMUSG00000088020	Gm22762	snoRNA	137	137
ENSMUSG00000015087	Rabl6	protein_coding	25504	6379
ENSMUSG00000040043	Rbms2	protein_coding	48740	4484
ENSMUSG00000088021	Gm22145	snRNA	148	148
ENSMUSG00000040044	Orc3	protein_coding	44149	6088
ENSMUSG00000088022	Gm49799	misc_RNA	288	288
ENSMUSG00000064052	Gm5089	processed_transcript	16262	2123
ENSMUSG00000039057	Myo16	protein_coding	480832	7910
ENSMUSG00000064057	Scgb3a1	protein_coding	1509	598
ENSMUSG00000015083	C8g	protein_coding	3069	1493
ENSMUSG00000039058	Ak5	protein_coding	205546	3404
ENSMUSG00000088025	Rprl3	ribozyme	290	290
ENSMUSG00000088026	Gm22143	misc_RNA	203	203
ENSMUSG00000040040	Ift88	protein_coding	93875	4628
ENSMUSG00000039055	Eme1	protein_coding	8969	2762
ENSMUSG00000015085	Entpd2	protein_coding	5448	2128
ENSMUSG00000088027	Gm22144	snoRNA	102	102
ENSMUSG00000113438	Gm47369	processed_pseudogene	325	325
ENSMUSG00000113439	Gm49382	processed_pseudogene	367	367
ENSMUSG00000039059	Hrh3	protein_coding	5024	3146
ENSMUSG00000113441	Gm40438	lincRNA	143271	1061
ENSMUSG00000078695	Cisd3	protein_coding	2796	833
ENSMUSG00000113442	Gm47973	processed_pseudogene	199	199
ENSMUSG00000113443	Gm48668	processed_pseudogene	103	103
ENSMUSG00000113444	Gm48672	processed_pseudogene	1054	354
ENSMUSG00000078698	Mrgpra3	protein_coding	12423	1295
ENSMUSG00000113445	Gm48661	processed_pseudogene	355	355
ENSMUSG00000113446	Gm47455	processed_pseudogene	330	330
ENSMUSG00000113447	Gm48538	lincRNA	9138	856
ENSMUSG00000113448	Gm7042	processed_pseudogene	384	384
ENSMUSG00000088017	Gm23829	misc_RNA	270	270
ENSMUSG00000088018	Gm23390	snRNA	106	106
ENSMUSG00000088019	Gm23826	snoRNA	119	119
ENSMUSG00000040035	Disp2	protein_coding	31575	9555
ENSMUSG00000039050	Osbpl2	protein_coding	43375	4187
ENSMUSG00000078691	Gm6821	unprocessed_pseudogene	1073	542
ENSMUSG00000040037	Negr1	protein_coding	754652	10506
ENSMUSG00000113440	Gm46404	lincRNA	4114	4114
ENSMUSG00000039043	Arpin	protein_coding	9999	2277
ENSMUSG00000064065	Ipcef1	protein_coding	166683	9003
ENSMUSG00000088010	Gm23740	rRNA	100	100
ENSMUSG00000040033	Stat2	protein_coding	22291	5926
ENSMUSG00000039041	Adrm1	protein_coding	4802	4457
ENSMUSG00000040034	Nup43	protein_coding	11379	2560
ENSMUSG00000064063	BC048507	protein_coding	600	600
ENSMUSG00000039046	Usp6nl	protein_coding	123724	8059
ENSMUSG00000015093	Clic3	protein_coding	1939	1012
ENSMUSG00000064068	Mtx1	protein_coding	18008	3584
ENSMUSG00000015094	Npdc1	protein_coding	10144	3906
ENSMUSG00000039047	Pigk	protein_coding	266309	9495
ENSMUSG00000088014	Gm23743	misc_RNA	274	274
ENSMUSG00000015095	Fbxw5	protein_coding	4722	3052
ENSMUSG00000088015	Mir1932	miRNA	90	90
ENSMUSG00000088016	Gm23830	snRNA	102	102
ENSMUSG00000113449	Gm48073	lincRNA	3497	2763
ENSMUSG00000039048	Foxred1	protein_coding	6850	4520
ENSMUSG00000064061	Dzip3	protein_coding	69934	9081
ENSMUSG00000054672	5830411N06Rik	protein_coding	53453	5532
ENSMUSG00000113452	Gm18616	processed_pseudogene	2581	1400
ENSMUSG00000078640	Gm11627	protein_coding	3064	1160
ENSMUSG00000113453	Gm30709	lincRNA	5880	1170
ENSMUSG00000113454	Gm47373	antisense	4838	784
ENSMUSG00000054675	Tmem119	protein_coding	6788	2315
ENSMUSG00000113455	Gm48825	lincRNA	5460	968
ENSMUSG00000113456	Gm30738	processed_pseudogene	502	502
ENSMUSG00000113457	Gm47152	lincRNA	7980	875
ENSMUSG00000113458	Gm33684	lincRNA	1359	263
ENSMUSG00000113459	Gm30655	lincRNA	7512	4114
ENSMUSG00000113450	Gm49359	protein_coding	13817	2628
ENSMUSG00000113451	Gm47421	processed_pseudogene	270	270
ENSMUSG00000078648	Gm17546	antisense	5615	733
ENSMUSG00000054676	1600014C10Rik	protein_coding	14352	3949
ENSMUSG00000054679	Srsf12	protein_coding	24350	3148
ENSMUSG00000113463	4930520P13Rik	lincRNA	15301	505
ENSMUSG00000113464	Gm47901	processed_pseudogene	263	263
ENSMUSG00000113465	Gm40271	lincRNA	3602	422
ENSMUSG00000113466	Gm48649	unprocessed_pseudogene	1378	316
ENSMUSG00000078632	Lrrc37a	protein_coding	53889	9931
ENSMUSG00000113467	Gm46350	processed_pseudogene	415	415
ENSMUSG00000113468	Gm48165	transcribed_unprocessed_pseudogene	136765	1494
ENSMUSG00000078630	Tomt	protein_coding	7990	2857
ENSMUSG00000113469	Gm7065	processed_pseudogene	474	474
ENSMUSG00000064006	Olfr190	protein_coding	10866	8240
ENSMUSG00000113460	Gm48686	TEC	1922	1922
ENSMUSG00000113461	Gm48186	processed_pseudogene	239	239
ENSMUSG00000113462	Gm48248	processed_pseudogene	233	233
ENSMUSG00000040097	Flywch1	protein_coding	18810	4266
ENSMUSG00000040093	Bmf	protein_coding	20931	5253
ENSMUSG00000078636	Gm7336	processed_pseudogene	1232	1232
ENSMUSG00000078635	1700028N14Rik	processed_transcript	2886	747
ENSMUSG00000078639	Gm12695	protein_coding	61540	1904
ENSMUSG00000113474	Gm48110	processed_pseudogene	400	400
ENSMUSG00000113475	Gm49366	protein_coding	19679	429
ENSMUSG00000113476	Gm48309	TEC	2458	2458
ENSMUSG00000113477	Gm45965	processed_pseudogene	1284	1284
ENSMUSG00000054690	Emcn	protein_coding	91119	5409
ENSMUSG00000113478	Gm18405	processed_pseudogene	511	511
ENSMUSG00000113479	Gm47796	lincRNA	1294	905
ENSMUSG00000078664	Sprr2a1	protein_coding	6113	3003
ENSMUSG00000054693	Adam10	protein_coding	101233	4913
ENSMUSG00000064016	Gm648	protein_coding	5733	1040
ENSMUSG00000113470	4930448F12Rik	lincRNA	15256	859
ENSMUSG00000113471	Gm48116	lincRNA	1683	792
ENSMUSG00000113472	Gm47602	TEC	2320	2320
ENSMUSG00000113473	Gm7045	processed_pseudogene	605	605
ENSMUSG00000040086	Tnni3k	protein_coding	269117	3292
ENSMUSG00000039097	Rln1	protein_coding	3501	3501
ENSMUSG00000039098	Gm9767	antisense	1193	1193
ENSMUSG00000064010	Dppa1	protein_coding	21490	1575
ENSMUSG00000039095	En2	protein_coding	6473	3539
ENSMUSG00000039096	Rsad1	protein_coding	9458	4391
ENSMUSG00000040084	Bub1b	protein_coding	43381	4275
ENSMUSG00000039099	Wdr93	protein_coding	42788	2285
ENSMUSG00000078668	Gm11595	protein_coding	1200	1200
ENSMUSG00000078650	G6pc	protein_coding	10343	2414
ENSMUSG00000113485	Gm48000	TEC	503	503
ENSMUSG00000078651	Aoc2	protein_coding	4640	2543
ENSMUSG00000113486	Gm48676	processed_pseudogene	177	177
ENSMUSG00000113487	Gm47422	processed_pseudogene	120	120
ENSMUSG00000113488	Gm47819	antisense	2516	220
ENSMUSG00000113489	Gm16381	protein_coding	503	503
ENSMUSG00000078652	Psme3	protein_coding	7325	2949
ENSMUSG00000078653	Cntd1	protein_coding	17306	4421
ENSMUSG00000113480	Gm47413	processed_pseudogene	249	249
ENSMUSG00000113481	Gm48388	unprocessed_pseudogene	213	213
ENSMUSG00000113482	Gm48167	processed_pseudogene	216	216
ENSMUSG00000113483	Gm47548	lincRNA	670	372
ENSMUSG00000039092	Sptlc3	protein_coding	143762	2845
ENSMUSG00000113484	Gm47157	lincRNA	32960	376
ENSMUSG00000039086	Ss18l1	protein_coding	27693	4343
ENSMUSG00000039087	Rreb1	protein_coding	173606	13994
ENSMUSG00000039084	Chad	protein_coding	4081	1680
ENSMUSG00000040078	Ptges3-ps	processed_pseudogene	480	480
ENSMUSG00000064023	Klk8	protein_coding	6250	1540
ENSMUSG00000039089	L3mbtl3	protein_coding	101504	9713
ENSMUSG00000078656	Vps25	protein_coding	5843	1642
ENSMUSG00000078657	Crnn	protein_coding	5033	1865
ENSMUSG00000029672	Fam3c	protein_coding	49724	3713
ENSMUSG00000029673	Auts2	protein_coding	1106012	22890
ENSMUSG00000030662	Ipo5	protein_coding	36776	6001
ENSMUSG00000054630	Ugt2b5	protein_coding	15359	1858
ENSMUSG00000029674	Limk1	protein_coding	32560	7162
ENSMUSG00000029675	Eln	protein_coding	44731	8098
ENSMUSG00000030660	Pik3c2a	protein_coding	106185	11133
ENSMUSG00000078600	1700092K14Rik	processed_transcript	942	395
ENSMUSG00000029670	Ing3	protein_coding	26468	4796
ENSMUSG00000029671	Wnt16	protein_coding	10296	4360
ENSMUSG00000029676	Pot1a	protein_coding	65510	8669
ENSMUSG00000029678	Hyal5	protein_coding	33962	2164
ENSMUSG00000029679	Hyal6	protein_coding	12208	3452
ENSMUSG00000015023	Ddx19a	protein_coding	22805	2957
ENSMUSG00000030669	Calca	protein_coding	4880	1684
ENSMUSG00000078604	Gm10961	protein_coding	1769	144
ENSMUSG00000078601	Gm12525	lincRNA	706	554
ENSMUSG00000078607	1810010H24Rik	protein_coding	4763	1685
ENSMUSG00000030666	Calcb	protein_coding	4723	1264
ENSMUSG00000030663	1110004F10Rik	protein_coding	65814	2490
ENSMUSG00000078605	E030025P04Rik	protein_coding	5079	1078
ENSMUSG00000078606	Gm4070	protein_coding	58829	9275
ENSMUSG00000030664	Sox6os	antisense	572	420
ENSMUSG00000015027	Galns	protein_coding	33222	2650
ENSMUSG00000029661	Col1a2	protein_coding	36731	12426
ENSMUSG00000030650	Tmc5	protein_coding	77790	4470
ENSMUSG00000030651	Art2b	protein_coding	8631	2828
ENSMUSG00000054640	Slc8a1	protein_coding	365273	18807
ENSMUSG00000029663	Gngt1	protein_coding	3645	3515
ENSMUSG00000054641	Mmrn1	protein_coding	64403	5868
ENSMUSG00000029664	Tfpi2	protein_coding	26325	1747
ENSMUSG00000029660	Tex26	protein_coding	31320	2065
ENSMUSG00000029669	Tspan12	protein_coding	81121	3311
ENSMUSG00000030659	Nucb2	protein_coding	36216	2331
ENSMUSG00000054648	Zfp869	protein_coding	14328	8031
ENSMUSG00000030657	Xylt1	protein_coding	292602	9651
ENSMUSG00000030654	Arl6ip1	protein_coding	10772	2482
ENSMUSG00000030655	Smg1	protein_coding	112363	23984
ENSMUSG00000030652	Coq7	protein_coding	23698	6434
ENSMUSG00000030653	Gm45837	protein_coding	101934	4139
ENSMUSG00000029650	Slc46a3	protein_coding	16379	2458
ENSMUSG00000005683	Cs	protein_coding	24746	5779
ENSMUSG00000029651	Mtus2	protein_coding	358746	12874
ENSMUSG00000005681	Apoa2	protein_coding	1326	537
ENSMUSG00000005682	Pan2	protein_coding	18024	8472
ENSMUSG00000078621	Hbb-bh2	protein_coding	1397	558
ENSMUSG00000078622	Ccdc47	protein_coding	18937	6414
ENSMUSG00000078620	Gm10964	protein_coding	7011	120
ENSMUSG00000029658	Wdr95	protein_coding	83216	3477
ENSMUSG00000029659	Medag	protein_coding	19975	3956
ENSMUSG00000005687	Bcas2	protein_coding	7512	4390
ENSMUSG00000029655	N4bp2l2	protein_coding	58177	17470
ENSMUSG00000029656	C8b	protein_coding	38232	2545
ENSMUSG00000029657	Hsph1	protein_coding	22090	7266
ENSMUSG00000005686	Ampd3	protein_coding	44200	5627
ENSMUSG00000015001	Oc90	protein_coding	36345	1912
ENSMUSG00000030649	Anapc15	protein_coding	38135	5161
ENSMUSG00000078625	Gm12789	protein_coding	3428	986
ENSMUSG00000030647	Ndufc2	protein_coding	7800	754
ENSMUSG00000054659	Pm20d2	protein_coding	15508	1834
ENSMUSG00000078626	Gm12790	protein_coding	13597	951
ENSMUSG00000078624	Olfr613	protein_coding	7433	5219
ENSMUSG00000030643	Rab30	protein_coding	102933	9642
ENSMUSG00000015002	Efr3a	protein_coding	86783	11399
ENSMUSG00000030641	Ddias	protein_coding	16723	3702
ENSMUSG00000078627	Marchf10	protein_coding	95938	4249
ENSMUSG00000029640	Usp12	protein_coding	60198	4639
ENSMUSG00000054662	Ano9	protein_coding	16595	4410
ENSMUSG00000029641	Rasl11a	protein_coding	2656	1201
ENSMUSG00000029642	Polr1d	protein_coding	34548	3043
ENSMUSG00000078611	Gm5901	protein_coding	3340	1181
ENSMUSG00000029647	Pan3	protein_coding	118342	14955
ENSMUSG00000029648	Flt1	protein_coding	164408	13504
ENSMUSG00000029649	Pomp	protein_coding	15996	5216
ENSMUSG00000005698	Ctcf	protein_coding	46355	4860
ENSMUSG00000029644	Pdx1	protein_coding	5890	2158
ENSMUSG00000005699	Pard6a	protein_coding	2349	1582
ENSMUSG00000005696	Sh2d1a	protein_coding	26878	5505
ENSMUSG00000029646	Cdx2	protein_coding	6466	2261
ENSMUSG00000030638	Sh3gl3	protein_coding	133580	4319
ENSMUSG00000030636	1700010L04Rik	lincRNA	8251	1577
ENSMUSG00000078612	Fyb2	protein_coding	103408	3136
ENSMUSG00000078618	4930456L15Rik	lincRNA	20874	1185
ENSMUSG00000015013	Trappc2l	protein_coding	5021	1950
ENSMUSG00000078619	Smarcd2	protein_coding	9794	3589
ENSMUSG00000054666	Olfr63	protein_coding	10969	7023
ENSMUSG00000054667	Irs4	protein_coding	14266	6294
ENSMUSG00000030630	Fah	protein_coding	21564	2218
ENSMUSG00000078616	Trim30c	protein_coding	18773	1716
ENSMUSG00000015016	Acsf3	protein_coding	42395	3747
ENSMUSG00000040028	Elavl1	protein_coding	40032	10363
ENSMUSG00000040029	Ipo8	protein_coding	60785	15793
ENSMUSG00000040025	Ythdf2	protein_coding	27392	4572
ENSMUSG00000040026	Saa3	protein_coding	3703	2606
ENSMUSG00000039031	Arhgap18	protein_coding	165228	6602
ENSMUSG00000039032	Tsga13	protein_coding	18593	1674
ENSMUSG00000040021	Lats1	protein_coding	35247	7297
ENSMUSG00000040022	Rab11fip2	protein_coding	40771	6080
ENSMUSG00000039033	Tasp1	protein_coding	233326	3652
ENSMUSG00000039037	St6galnac5	protein_coding	165166	6002
ENSMUSG00000030695	Aldoa	protein_coding	5518	2911
ENSMUSG00000030693	Klk10	protein_coding	4376	1373
ENSMUSG00000030691	Fchsd2	protein_coding	191543	16627
ENSMUSG00000040017	Saa4	protein_coding	4606	2094
ENSMUSG00000040018	Cox15	protein_coding	19747	4909
ENSMUSG00000040013	Fkbp6	protein_coding	58341	1753
ENSMUSG00000040016	Ptger3	protein_coding	78997	5688
ENSMUSG00000039021	Ttc16	protein_coding	18608	6388
ENSMUSG00000040010	Slc7a5	protein_coding	26545	3708
ENSMUSG00000054604	Cggbp1	protein_coding	7512	4522
ENSMUSG00000030699	Tbx6	protein_coding	4078	1804
ENSMUSG00000030697	Ppp4c	protein_coding	6631	4281
ENSMUSG00000030683	Sez6l2	protein_coding	20044	4210
ENSMUSG00000029695	Aass	protein_coding	60814	3817
ENSMUSG00000030681	Mvp	protein_coding	27762	7627
ENSMUSG00000029697	Fezf1	protein_coding	3319	2409
ENSMUSG00000030682	Cdipt	protein_coding	4588	2592
ENSMUSG00000030680	Pagr1a	protein_coding	2320	1430
ENSMUSG00000040006	Ginm1	protein_coding	24878	2996
ENSMUSG00000040007	Bahd1	protein_coding	24152	4664
ENSMUSG00000040009	Gnaz	protein_coding	49731	3612
ENSMUSG00000040003	Magi2	protein_coding	1477757	11348
ENSMUSG00000029699	Ssc4d	protein_coding	14321	2976
ENSMUSG00000039013	Siglecf	protein_coding	8191	2790
ENSMUSG00000054618	Gm9951	lincRNA	7785	1854
ENSMUSG00000054619	Mettl7a1	protein_coding	24523	2595
ENSMUSG00000039018	Mtg1	protein_coding	13223	4006
ENSMUSG00000030689	Ino80e	protein_coding	11418	7644
ENSMUSG00000039016	Timm8b	protein_coding	1411	518
ENSMUSG00000030688	Stard10	protein_coding	29541	2419
ENSMUSG00000054611	Kdm2a	protein_coding	83867	14446
ENSMUSG00000030685	Kctd13	protein_coding	16753	2487
ENSMUSG00000054612	Mgmt	protein_coding	235653	2894
ENSMUSG00000029683	Lmod2	protein_coding	7653	1976
ENSMUSG00000030672	Mylpf	protein_coding	5409	1062
ENSMUSG00000029684	Wasl	protein_coding	51205	6165
ENSMUSG00000029685	Asb15	protein_coding	45021	4497
ENSMUSG00000030670	Cyp2r1	protein_coding	13291	2115
ENSMUSG00000029686	Cul1	protein_coding	72742	4040
ENSMUSG00000030671	Pde3b	protein_coding	123971	9114
ENSMUSG00000113400	Gm8605	processed_pseudogene	2379	1370
ENSMUSG00000113401	Gm18247	processed_pseudogene	1268	601
ENSMUSG00000029680	Hyal4	protein_coding	19334	3269
ENSMUSG00000113402	Gm40848	processed_pseudogene	324	324
ENSMUSG00000029681	Bcl7b	protein_coding	13573	2404
ENSMUSG00000113403	Gm9315	processed_pseudogene	908	908
ENSMUSG00000029682	Spam1	protein_coding	9861	2217
ENSMUSG00000113404	Gm48622	lincRNA	17976	2746
ENSMUSG00000029687	Ezh2	protein_coding	65203	6678
ENSMUSG00000015053	Gata2	protein_coding	13142	5398
ENSMUSG00000039000	Ube3c	protein_coding	106851	9544
ENSMUSG00000039001	Rps21	protein_coding	1069	810
ENSMUSG00000113405	Gm4935	processed_pseudogene	1198	1198
ENSMUSG00000054626	Xlr	protein_coding	20589	2333
ENSMUSG00000113406	Gm7762	lincRNA	12376	604
ENSMUSG00000039007	Cpq	protein_coding	511424	5026
ENSMUSG00000030678	Maz	protein_coding	4908	2976
ENSMUSG00000039004	Bmp6	protein_coding	155196	3900
ENSMUSG00000113407	Gm47437	processed_pseudogene	126	126
ENSMUSG00000039005	Tlr4	protein_coding	102701	5556
ENSMUSG00000113408	Gm48540	processed_pseudogene	109	109
ENSMUSG00000113409	Gm8288	processed_pseudogene	593	593
ENSMUSG00000054622	D730045B01Rik	lincRNA	60491	1545
ENSMUSG00000030677	Kif22	protein_coding	14743	4903
ENSMUSG00000030674	Qprt	protein_coding	15113	2645
ENSMUSG00000005505	Kbtbd4	protein_coding	6887	3139
ENSMUSG00000005503	Evx1	protein_coding	4881	2877
ENSMUSG00000005501	Usp40	protein_coding	63433	11871
ENSMUSG00000005506	Celf1	protein_coding	79116	8446
ENSMUSG00000005514	Por	protein_coding	65294	4021
ENSMUSG00000005510	Ndufs3	protein_coding	10194	2178
ENSMUSG00000005540	Fcer2a	protein_coding	12439	3092
ENSMUSG00000029510	Gpc2	protein_coding	6351	4274
ENSMUSG00000029516	Cit	protein_coding	163670	16417
ENSMUSG00000029517	Ankrd7	protein_coding	13269	1193
ENSMUSG00000029518	Rab35	protein_coding	15829	2820
ENSMUSG00000005547	Cyp2a5	protein_coding	8244	2073
ENSMUSG00000029512	Ulk1	protein_coding	25610	6488
ENSMUSG00000029513	Prkab1	protein_coding	10923	3066
ENSMUSG00000030509	Asb7	protein_coding	45032	6488
ENSMUSG00000030507	Dbx1	protein_coding	5351	2091
ENSMUSG00000030505	Prmt3	protein_coding	79920	5996
ENSMUSG00000030500	Slc17a6	protein_coding	49114	5399
ENSMUSG00000029504	Ddx51	protein_coding	7046	5248
ENSMUSG00000029505	Ep400	protein_coding	106345	13971
ENSMUSG00000029507	Pus1	protein_coding	6993	2180
ENSMUSG00000029500	Pgam5	protein_coding	10784	2373
ENSMUSG00000029501	Ankle2	protein_coding	25648	5520
ENSMUSG00000029502	Golga3	protein_coding	49770	12671
ENSMUSG00000005553	Atp4a	protein_coding	13326	3761
ENSMUSG00000029503	P2rx2	protein_coding	3401	2574
ENSMUSG00000005533	Igf1r	protein_coding	280842	16791
ENSMUSG00000005534	Insr	protein_coding	157557	13746
ENSMUSG00000113375	Gm47838	TEC	3827	3827
ENSMUSG00000113376	Gm48572	processed_pseudogene	382	382
ENSMUSG00000113377	Gm48446	processed_pseudogene	40	40
ENSMUSG00000113378	Gm47660	processed_pseudogene	379	379
ENSMUSG00000113379	Gm46436	TEC	1294	1294
ENSMUSG00000113370	Gm46348	lincRNA	98049	2151
ENSMUSG00000113371	Gm48588	unprocessed_pseudogene	2675	252
